mean,std,episode,x
-0.002, 1.202, 1, 
0.034, 1.245, 2, 
-0.034, 1.408, 3, 
-0.017, 0.973, 4, 
-0.002, 0.980, 5, 
0.023, 1.046, 6, 
0.007, 0.712, 7, 
-0.002, 0.648, 8, 
-0.021, 0.986, 9, 
0.002, 0.731, 10, 
0.008, 0.632, 11, 
0.007, 0.577, 12, 
-0.004, 0.693, 13, 
0.026, 0.823, 14, 
0.009, 1.169, 15, 
0.010, 1.365, 16, 
-0.014, 0.958, 17, 
-0.006, 1.672, 18, 
0.000, 0.816, 19, 
0.020, 1.033, 20, 
0.018, 0.604, 21, 
0.015, 0.767, 22, 
-0.015, 0.927, 23, 
0.020, 0.815, 24, 
0.003, 1.166, 25, 
0.002, 1.104, 26, 
0.014, 1.299, 27, 
0.003, 0.883, 28, 
-0.006, 1.025, 29, 
0.007, 1.427, 30, 
0.029, 1.251, 31, 
-0.000, 0.948, 32, 
0.045, 1.304, 33, 
0.010, 0.980, 34, 
-0.019, 1.206, 35, 
0.030, 1.313, 36, 
0.009, 0.726, 37, 
-0.008, 1.176, 38, 
0.037, 0.977, 39, 
0.017, 0.944, 40, 
0.059, 1.570, 41, 
0.001, 2.399, 42, 
0.036, 0.844, 43, 
0.016, 0.742, 44, 
0.078, 1.829, 45, 
0.037, 1.084, 46, 
0.035, 0.956, 47, 
0.024, 1.383, 48, 
0.060, 1.417, 49, 
0.064, 1.346, 50, 
0.026, 1.412, 51, 
0.054, 1.672, 52, 
0.037, 1.148, 53, 
0.043, 1.105, 54, 
0.035, 1.098, 55, 
0.027, 1.697, 56, 
0.003, 1.097, 57, 
0.017, 1.830, 58, 
0.018, 1.328, 59, 
0.034, 1.188, 60, 
0.056, 2.384, 61, 
0.026, 1.142, 62, 
0.065, 1.218, 63, 
0.041, 1.004, 64, 
0.047, 1.406, 65, 
0.012, 2.064, 66, 
0.011, 1.051, 67, 
0.032, 1.098, 68, 
0.017, 1.849, 69, 
0.021, 1.753, 70, 
0.016, 1.092, 71, 
0.028, 1.076, 72, 
0.059, 1.125, 73, 
0.028, 1.264, 74, 
0.027, 0.853, 75, 
0.022, 1.045, 76, 
0.018, 1.682, 77, 
0.020, 1.763, 78, 
0.037, 1.032, 79, 
0.047, 2.287, 80, 
0.043, 2.076, 81, 
0.067, 1.567, 82, 
0.026, 1.163, 83, 
0.031, 3.283, 84, 
0.026, 1.217, 85, 
0.041, 0.866, 86, 
0.079, 1.251, 87, 
0.026, 1.101, 88, 
0.015, 1.327, 89, 
0.063, 2.654, 90, 
0.039, 1.510, 91, 
0.037, 0.782, 92, 
0.037, 1.886, 93, 
0.060, 1.319, 94, 
0.049, 1.461, 95, 
0.103, 1.520, 96, 
-0.006, 1.899, 97, 
0.056, 1.451, 98, 
0.036, 1.451, 99, 
0.054, 1.528, 100, 
0.077, 1.293, 101, 
0.016, 0.948, 102, 
0.033, 1.176, 103, 
0.011, 2.823, 104, 
0.053, 1.160, 105, 
0.029, 1.543, 106, 
0.054, 2.723, 107, 
0.037, 1.044, 108, 
0.048, 1.145, 109, 
0.063, 2.765, 110, 
0.043, 1.676, 111, 
0.050, 1.602, 112, 
0.029, 1.262, 113, 
0.057, 1.947, 114, 
0.079, 1.821, 115, 
0.035, 1.689, 116, 
0.026, 1.037, 117, 
0.034, 2.009, 118, 
0.044, 1.701, 119, 
0.030, 0.875, 120, 
0.029, 1.178, 121, 
0.021, 0.976, 122, 
0.048, 2.779, 123, 
0.034, 1.334, 124, 
0.053, 2.233, 125, 
