mean,std,episode,x
0.039, 0.950, 383, 
0.011, 0.722, 384, 
0.019, 0.658, 385, 
0.008, 1.100, 386, 
0.027, 0.693, 387, 
0.027, 0.750, 388, 
0.045, 0.699, 389, 
0.025, 0.834, 390, 
0.027, 0.981, 391, 
0.055, 1.065, 392, 
0.021, 0.619, 393, 
0.037, 1.034, 394, 
0.025, 0.760, 395, 
0.004, 0.592, 396, 
0.027, 1.146, 397, 
0.015, 0.644, 398, 
0.032, 0.670, 399, 
0.028, 0.619, 400, 
0.018, 0.872, 401, 
0.024, 0.995, 402, 
-0.001, 1.357, 403, 
0.039, 0.832, 404, 
0.015, 0.739, 405, 
0.021, 0.742, 406, 
0.032, 0.764, 407, 
0.013, 0.620, 408, 
0.033, 1.223, 409, 
0.040, 1.196, 410, 
0.022, 1.092, 411, 
0.037, 1.181, 412, 
0.021, 0.578, 413, 
0.022, 0.626, 414, 
0.015, 0.655, 415, 
0.034, 1.126, 416, 
0.028, 0.455, 417, 
0.023, 0.773, 418, 
0.033, 1.034, 419, 
0.022, 0.837, 420, 
0.025, 0.666, 421, 
0.029, 0.554, 422, 
0.032, 0.896, 423, 
0.010, 0.831, 424, 
0.017, 0.463, 425, 
0.020, 1.069, 426, 
0.020, 1.162, 427, 
0.048, 0.949, 428, 
0.012, 1.012, 429, 
0.039, 0.714, 430, 
0.032, 0.831, 431, 
0.037, 1.036, 432, 
0.030, 0.728, 433, 
0.019, 0.759, 434, 
0.041, 1.033, 435, 
0.012, 0.649, 436, 
0.025, 0.775, 437, 
0.041, 1.571, 438, 
0.010, 0.631, 439, 
0.037, 0.712, 440, 
0.010, 0.628, 441, 
0.020, 0.903, 442, 
0.019, 0.682, 443, 
0.031, 1.480, 444, 
0.033, 0.720, 445, 
0.042, 1.214, 446, 
0.030, 0.554, 447, 
0.019, 0.895, 448, 
0.023, 0.725, 449, 
0.032, 0.898, 450, 
0.027, 1.454, 451, 
0.018, 0.585, 452, 
0.029, 0.888, 453, 
0.019, 0.765, 454, 
0.024, 0.995, 455, 
0.029, 0.558, 456, 
0.016, 1.019, 457, 
0.036, 0.897, 458, 
0.015, 1.327, 459, 
0.019, 1.158, 460, 
0.034, 0.819, 461, 
0.032, 1.077, 462, 
0.035, 0.839, 463, 
