mean,std,episode,x
-0.028, 1.798, 1, 
-0.026, 1.883, 2, 
-0.039, 2.034, 3, 
0.011, 1.754, 4, 
-0.017, 0.890, 5, 
0.075, 1.777, 6, 
0.005, 1.001, 7, 
-0.013, 1.983, 8, 
0.022, 1.965, 9, 
0.031, 1.817, 10, 
0.050, 1.703, 11, 
0.048, 2.386, 12, 
0.073, 2.091, 13, 
-0.017, 1.972, 14, 
0.033, 1.656, 15, 
0.017, 0.933, 16, 
-0.007, 1.223, 17, 
0.040, 2.190, 18, 
-0.019, 1.192, 19, 
0.017, 1.263, 20, 
0.051, 1.455, 21, 
-0.006, 1.897, 22, 
0.033, 1.251, 23, 
0.032, 1.045, 24, 
-0.023, 1.884, 25, 
0.023, 2.003, 26, 
0.018, 1.433, 27, 
0.034, 1.940, 28, 
0.024, 1.395, 29, 
-0.012, 1.808, 30, 
0.005, 1.922, 31, 
0.010, 1.574, 32, 
0.011, 2.194, 33, 
0.048, 1.563, 34, 
0.054, 2.219, 35, 
-0.033, 2.749, 36, 
0.067, 1.365, 37, 
0.024, 1.304, 38, 
0.037, 1.705, 39, 
0.041, 2.049, 40, 
-0.021, 2.220, 41, 
0.004, 1.472, 42, 
0.033, 1.129, 43, 
0.038, 2.043, 44, 
0.021, 1.564, 45, 
0.079, 1.996, 46, 
0.035, 1.165, 47, 
0.046, 1.489, 48, 
0.065, 2.234, 49, 
0.079, 2.098, 50, 
0.069, 1.456, 51, 
0.045, 1.908, 52, 
0.026, 2.315, 53, 
0.051, 2.340, 54, 
0.076, 1.702, 55, 
0.078, 1.644, 56, 
0.037, 1.436, 57, 
0.060, 2.148, 58, 
0.019, 1.991, 59, 
0.078, 1.383, 60, 
0.017, 1.098, 61, 
0.058, 2.989, 62, 
0.041, 1.065, 63, 
0.040, 2.341, 64, 
0.007, 2.313, 65, 
0.096, 3.069, 66, 
0.018, 1.268, 67, 
0.051, 2.221, 68, 
0.047, 2.310, 69, 
0.063, 1.724, 70, 
0.041, 1.282, 71, 
0.054, 2.080, 72, 
0.070, 2.330, 73, 
0.045, 1.715, 74, 
0.066, 2.036, 75, 
0.072, 2.215, 76, 
0.046, 2.289, 77, 
0.069, 1.809, 78, 
0.002, 1.312, 79, 
0.041, 2.914, 80, 
0.069, 1.563, 81, 
0.049, 1.700, 82, 
0.065, 1.562, 83, 
0.009, 1.522, 84, 
0.042, 1.466, 85, 
0.081, 2.114, 86, 
0.034, 1.024, 87, 
0.033, 3.592, 88, 
0.069, 2.175, 89, 
0.034, 2.000, 90, 
0.072, 1.433, 91, 
0.046, 3.585, 92, 
0.072, 1.990, 93, 
0.030, 1.234, 94, 
0.047, 1.583, 95, 
-0.000, 1.410, 96, 
0.055, 1.486, 97, 
0.046, 2.235, 98, 
0.033, 1.458, 99, 
0.080, 1.723, 100, 
-0.001, 2.258, 101, 
0.050, 1.918, 102, 
0.052, 1.374, 103, 
0.025, 1.813, 104, 
0.040, 1.340, 105, 
0.044, 1.656, 106, 
0.033, 0.904, 107, 
0.052, 1.283, 108, 
0.058, 1.584, 109, 
0.074, 1.408, 110, 
0.131, 2.869, 111, 
0.049, 1.678, 112, 
0.059, 1.573, 113, 
0.060, 1.989, 114, 
0.064, 1.812, 115, 
0.040, 2.340, 116, 
0.038, 1.640, 117, 
0.047, 1.436, 118, 
0.041, 1.222, 119, 
0.067, 1.677, 120, 
0.056, 2.903, 121, 
0.047, 1.816, 122, 
0.051, 1.813, 123, 
0.041, 1.012, 124, 
0.065, 1.654, 125, 
0.091, 3.163, 126, 
0.050, 1.563, 127, 
0.079, 1.335, 128, 
0.074, 1.642, 129, 
0.058, 1.535, 130, 
0.016, 1.956, 131, 
0.116, 2.079, 132, 
0.085, 1.408, 133, 
0.033, 0.931, 134, 
0.081, 1.830, 135, 
0.039, 1.534, 136, 
0.048, 1.332, 137, 
0.101, 2.079, 138, 
0.081, 2.011, 139, 
0.022, 1.264, 140, 
0.019, 1.314, 141, 
