mean,std,episode,x
0.016, 0.572, 373, 
0.012, 0.391, 374, 
0.015, 0.477, 375, 
0.006, 0.323, 376, 
0.008, 0.222, 377, 
0.007, 0.458, 378, 
0.010, 0.367, 379, 
0.014, 0.414, 380, 
0.011, 0.383, 381, 
0.014, 0.494, 382, 
0.012, 0.454, 383, 
0.011, 0.454, 384, 
0.014, 0.280, 385, 
0.017, 0.437, 386, 
0.012, 0.305, 387, 
0.012, 0.338, 388, 
0.016, 0.572, 389, 
0.016, 0.343, 390, 
0.013, 0.396, 391, 
0.017, 0.359, 392, 
0.012, 0.340, 393, 
0.010, 0.275, 394, 
0.015, 0.314, 395, 
0.012, 0.305, 396, 
0.020, 0.610, 397, 
0.016, 0.440, 398, 
0.018, 0.441, 399, 
0.018, 0.544, 400, 
0.008, 0.379, 401, 
0.010, 0.426, 402, 
0.020, 0.610, 403, 
0.016, 0.419, 404, 
0.011, 0.619, 405, 
0.017, 0.489, 406, 
0.012, 0.698, 407, 
0.004, 0.368, 408, 
0.014, 0.554, 409, 
0.014, 0.375, 410, 
0.009, 0.396, 411, 
0.016, 0.747, 412, 
0.012, 0.396, 413, 
0.011, 0.326, 414, 
0.021, 0.352, 415, 
0.018, 0.381, 416, 
0.010, 0.472, 417, 
0.021, 0.610, 418, 
0.014, 0.747, 419, 
0.015, 0.568, 420, 
0.017, 0.426, 421, 
0.016, 0.440, 422, 
0.013, 0.453, 423, 
0.004, 0.330, 424, 
0.022, 0.411, 425, 
0.011, 0.275, 426, 
0.032, 0.717, 427, 
0.010, 0.378, 428, 
0.011, 0.282, 429, 
0.008, 0.739, 430, 
0.011, 0.270, 431, 
0.008, 0.304, 432, 
0.014, 0.587, 433, 
0.013, 0.366, 434, 
0.016, 0.488, 435, 
0.013, 0.364, 436, 
0.010, 0.487, 437, 
0.004, 0.330, 438, 
0.010, 0.450, 439, 
0.013, 0.429, 440, 
0.008, 0.328, 441, 
0.017, 0.386, 442, 
0.015, 0.446, 443, 
0.012, 0.335, 444, 
0.011, 0.275, 445, 
0.014, 0.233, 446, 
0.007, 0.552, 447, 
0.012, 0.498, 448, 
0.010, 0.538, 449, 
0.010, 0.416, 450, 
0.019, 0.509, 451, 
0.011, 0.498, 452, 
0.021, 0.411, 453, 
0.016, 0.477, 454, 
0.006, 0.368, 455, 
0.013, 0.400, 456, 
0.014, 0.625, 457, 
0.009, 0.450, 458, 
0.012, 0.293, 459, 
0.018, 0.431, 460, 
0.012, 0.324, 461, 
0.019, 0.457, 462, 
0.007, 0.233, 463, 
0.009, 0.380, 464, 
0.010, 0.380, 465, 
0.020, 0.527, 466, 
0.017, 0.489, 467, 
0.021, 0.630, 468, 
0.011, 0.234, 469, 
0.018, 0.386, 470, 
0.012, 0.364, 471, 
0.009, 0.487, 472, 
0.010, 0.414, 473, 
0.011, 0.323, 474, 
0.014, 0.510, 475, 
0.010, 0.416, 476, 
0.014, 0.526, 477, 
0.012, 0.453, 478, 
0.012, 0.468, 479, 
0.013, 0.453, 480, 
0.008, 0.244, 481, 
0.023, 0.404, 482, 
0.009, 0.494, 483, 
0.014, 0.446, 484, 
0.016, 0.427, 485, 
-0.002, 0.852, 486, 
0.005, 0.418, 487, 
0.019, 0.630, 488, 
0.011, 0.320, 489, 
0.009, 0.494, 490, 
0.023, 0.410, 491, 
0.013, 0.402, 492, 
0.009, 0.274, 493, 
0.008, 0.370, 494, 
0.019, 0.441, 495, 
0.006, 0.565, 496, 
0.015, 0.526, 497, 
0.016, 0.343, 498, 
0.011, 0.377, 499, 
0.009, 0.304, 500, 
0.011, 0.406, 501, 
0.006, 0.275, 502, 
0.033, 0.502, 503, 
0.006, 0.293, 504, 
0.018, 0.360, 505, 
0.012, 0.453, 506, 
0.012, 0.282, 507, 
0.032, 0.502, 508, 
0.017, 0.438, 509, 
0.005, 0.251, 510, 
0.005, 0.314, 511, 
0.010, 0.383, 512, 
0.014, 0.572, 513, 
0.014, 0.364, 514, 
0.011, 0.450, 515, 
0.013, 0.555, 516, 
0.005, 0.333, 517, 
0.011, 0.384, 518, 
0.008, 0.238, 519, 
0.012, 0.466, 520, 
0.014, 0.375, 521, 
0.015, 0.500, 522, 
0.011, 0.266, 523, 
0.018, 0.425, 524, 
0.009, 0.414, 525, 
0.008, 0.410, 526, 
0.010, 0.549, 527, 
0.010, 0.392, 528, 
0.015, 0.554, 529, 
0.006, 0.501, 530, 
0.016, 0.572, 531, 
0.011, 0.480, 532, 
0.015, 0.413, 533, 
0.005, 0.314, 534, 
0.012, 0.320, 535, 
0.018, 0.454, 536, 
0.017, 0.359, 537, 
0.018, 0.527, 538, 
0.013, 0.341, 539, 
0.009, 0.512, 540, 
0.005, 0.374, 541, 
0.008, 0.621, 542, 
0.020, 0.422, 543, 
0.006, 0.293, 544, 
0.021, 0.630, 545, 
0.013, 0.334, 546, 
0.011, 0.507, 547, 
0.010, 0.480, 548, 
0.018, 0.381, 549, 
0.008, 0.538, 550, 
0.008, 0.332, 551, 
0.011, 0.414, 552, 
0.010, 0.287, 553, 
0.031, 0.502, 554, 
0.009, 0.406, 555, 
0.007, 0.470, 556, 
0.004, 0.304, 557, 
0.011, 0.368, 558, 
0.012, 0.335, 559, 
0.015, 0.315, 560, 
0.022, 0.603, 561, 
0.017, 0.439, 562, 
0.010, 0.266, 563, 
0.018, 0.527, 564, 
0.005, 0.251, 565, 
0.006, 0.332, 566, 
0.017, 0.343, 567, 
0.006, 0.251, 568, 
0.016, 0.394, 569, 
0.019, 0.527, 570, 
0.009, 0.235, 571, 
0.021, 0.411, 572, 
0.014, 0.396, 573, 
0.006, 0.531, 574, 
0.006, 0.275, 575, 
0.018, 0.390, 576, 
0.018, 0.402, 577, 
0.008, 0.277, 578, 
0.019, 0.360, 579, 
0.013, 0.495, 580, 
0.014, 0.402, 581, 
0.013, 0.523, 582, 
0.009, 0.384, 583, 
0.017, 0.419, 584, 
0.017, 0.646, 585, 
0.011, 0.282, 586, 
0.012, 0.368, 587, 
0.006, 0.319, 588, 
0.007, 0.554, 589, 
0.016, 0.396, 590, 
0.023, 0.520, 591, 
0.019, 0.503, 592, 
0.012, 0.290, 593, 
0.007, 0.487, 594, 
0.029, 0.717, 595, 
0.009, 0.256, 596, 
0.014, 0.559, 597, 
0.023, 0.520, 598, 
0.014, 0.425, 599, 
0.016, 0.360, 600, 
0.021, 0.410, 601, 
0.017, 0.418, 602, 
0.008, 0.388, 603, 
0.007, 0.467, 604, 
0.019, 0.528, 605, 
0.014, 0.429, 606, 
0.009, 0.500, 607, 
0.007, 0.585, 608, 
0.019, 0.441, 609, 
0.012, 0.455, 610, 
0.019, 0.412, 611, 
0.015, 0.477, 612, 
0.018, 0.297, 613, 
0.005, 0.513, 614, 
0.012, 0.506, 615, 
0.020, 0.371, 616, 
0.013, 0.384, 617, 
0.010, 0.453, 618, 
0.018, 0.476, 619, 
0.007, 0.290, 620, 
0.005, 0.374, 621, 
0.010, 0.531, 622, 
0.020, 0.527, 623, 
0.010, 0.383, 624, 
0.010, 0.320, 625, 
0.008, 0.668, 626, 
0.019, 0.516, 627, 
0.009, 0.328, 628, 
0.009, 0.328, 629, 
0.018, 0.365, 630, 
0.012, 0.364, 631, 
0.004, 0.330, 632, 
0.007, 0.374, 633, 
0.013, 0.341, 634, 
0.006, 0.500, 635, 
0.017, 0.366, 636, 
0.007, 0.531, 637, 
0.016, 0.428, 638, 
0.019, 0.365, 639, 
0.010, 0.358, 640, 
0.011, 0.222, 641, 
0.012, 0.500, 642, 
0.008, 0.253, 643, 
0.017, 0.624, 644, 
0.018, 0.426, 645, 
0.013, 0.368, 646, 
0.009, 0.453, 647, 
0.021, 0.341, 648, 
0.012, 0.406, 649, 
0.014, 0.451, 650, 
0.008, 0.453, 651, 
0.006, 0.552, 652, 
0.008, 0.500, 653, 
0.013, 0.738, 654, 
0.009, 0.487, 655, 
0.012, 0.391, 656, 
0.021, 0.422, 657, 
0.019, 0.451, 658, 
0.009, 0.370, 659, 
0.016, 0.454, 660, 
0.013, 0.475, 661, 
0.004, 0.470, 662, 
0.014, 0.728, 663, 
0.021, 0.410, 664, 
