mean,std,episode,x
-0.013, 1.365, 1, 
0.000, 1.157, 2, 
0.006, 1.384, 3, 
0.027, 0.892, 4, 
0.003, 1.290, 5, 
0.005, 0.801, 6, 
0.003, 0.690, 7, 
0.067, 1.864, 8, 
-0.028, 2.149, 9, 
-0.004, 1.034, 10, 
0.018, 0.887, 11, 
0.010, 1.324, 12, 
-0.011, 2.213, 13, 
0.014, 1.476, 14, 
0.043, 1.179, 15, 
0.024, 1.228, 16, 
0.049, 1.213, 17, 
0.028, 1.604, 18, 
0.017, 1.715, 19, 
0.022, 1.416, 20, 
0.037, 1.415, 21, 
0.006, 1.578, 22, 
0.009, 1.049, 23, 
0.032, 2.212, 24, 
0.041, 1.059, 25, 
0.014, 1.587, 26, 
-0.014, 1.171, 27, 
-0.006, 1.395, 28, 
0.043, 1.422, 29, 
0.026, 1.100, 30, 
0.053, 1.897, 31, 
0.030, 0.949, 32, 
0.020, 1.045, 33, 
0.048, 1.080, 34, 
0.081, 1.586, 35, 
0.087, 1.903, 36, 
-0.047, 1.718, 37, 
-0.003, 1.074, 38, 
0.021, 1.765, 39, 
0.012, 1.779, 40, 
0.009, 0.840, 41, 
-0.004, 1.403, 42, 
0.032, 1.592, 43, 
-0.002, 1.698, 44, 
0.058, 1.371, 45, 
0.041, 1.767, 46, 
0.020, 0.792, 47, 
0.029, 1.966, 48, 
0.057, 1.337, 49, 
0.039, 1.084, 50, 
0.045, 1.370, 51, 
0.042, 1.177, 52, 
0.065, 1.562, 53, 
0.032, 1.584, 54, 
0.070, 1.743, 55, 
0.032, 1.466, 56, 
0.025, 1.716, 57, 
0.025, 1.227, 58, 
0.042, 1.205, 59, 
0.015, 2.575, 60, 
0.071, 1.566, 61, 
0.036, 1.604, 62, 
0.037, 1.119, 63, 
0.058, 1.906, 64, 
0.032, 1.349, 65, 
0.042, 1.379, 66, 
0.028, 1.949, 67, 
0.050, 1.529, 68, 
0.081, 1.358, 69, 
0.032, 1.003, 70, 
0.067, 2.104, 71, 
0.054, 2.218, 72, 
0.079, 2.017, 73, 
0.046, 1.425, 74, 
0.032, 1.253, 75, 
0.033, 1.252, 76, 
0.095, 1.982, 77, 
0.051, 1.754, 78, 
0.059, 1.354, 79, 
0.068, 1.892, 80, 
0.039, 1.770, 81, 
0.026, 2.207, 82, 
0.036, 1.247, 83, 
0.023, 2.879, 84, 
0.056, 2.288, 85, 
0.055, 2.027, 86, 
0.022, 1.279, 87, 
0.076, 1.930, 88, 
0.069, 1.779, 89, 
0.056, 1.635, 90, 
0.056, 1.528, 91, 
-0.002, 2.705, 92, 
0.049, 1.051, 93, 
0.029, 1.012, 94, 
-0.000, 2.703, 95, 
