mean,std,episode,x
-0.002, 0.474, 1, 
0.015, 0.604, 2, 
0.003, 0.968, 3, 
0.010, 0.879, 4, 
-0.027, 0.678, 5, 
0.012, 0.560, 6, 
-0.003, 0.680, 7, 
-0.001, 0.830, 8, 
0.002, 0.444, 9, 
0.007, 0.723, 10, 
0.009, 0.778, 11, 
-0.008, 0.855, 12, 
0.006, 0.609, 13, 
-0.005, 0.912, 14, 
0.001, 0.848, 15, 
-0.022, 0.760, 16, 
-0.001, 0.629, 17, 
0.017, 0.642, 18, 
-0.003, 0.610, 19, 
0.035, 1.093, 20, 
0.022, 0.991, 21, 
0.004, 1.042, 22, 
0.013, 0.674, 23, 
0.011, 0.798, 24, 
-0.022, 0.711, 25, 
0.008, 0.659, 26, 
0.003, 0.723, 27, 
0.010, 1.064, 28, 
0.048, 1.043, 29, 
-0.009, 0.665, 30, 
0.022, 0.645, 31, 
0.010, 0.582, 32, 
-0.006, 1.259, 33, 
0.008, 1.030, 34, 
0.023, 1.457, 35, 
0.011, 1.107, 36, 
-0.007, 0.964, 37, 
0.039, 0.913, 38, 
0.018, 2.073, 39, 
0.016, 0.779, 40, 
0.009, 0.695, 41, 
-0.000, 0.956, 42, 
0.020, 0.653, 43, 
-0.007, 1.348, 44, 
0.016, 0.783, 45, 
0.025, 0.677, 46, 
-0.009, 1.318, 47, 
0.039, 0.916, 48, 
0.015, 0.753, 49, 
0.050, 1.292, 50, 
0.009, 0.929, 51, 
0.005, 0.953, 52, 
0.024, 0.933, 53, 
-0.001, 1.169, 54, 
0.014, 0.848, 55, 
0.024, 1.321, 56, 
0.010, 0.776, 57, 
0.049, 0.964, 58, 
0.052, 1.247, 59, 
0.025, 0.850, 60, 
0.030, 0.861, 61, 
0.041, 0.916, 62, 
0.019, 2.025, 63, 
0.023, 1.308, 64, 
0.010, 2.384, 65, 
0.027, 0.818, 66, 
0.031, 0.700, 67, 
0.022, 1.067, 68, 
0.020, 1.461, 69, 
0.033, 0.926, 70, 
-0.014, 1.512, 71, 
0.014, 0.993, 72, 
0.042, 1.241, 73, 
0.012, 0.805, 74, 
0.035, 1.426, 75, 
0.042, 1.623, 76, 
0.017, 1.394, 77, 
0.014, 0.951, 78, 
0.024, 1.393, 79, 
0.030, 1.338, 80, 
0.028, 1.569, 81, 
0.030, 1.422, 82, 
0.028, 0.832, 83, 
0.042, 0.987, 84, 
-0.008, 0.857, 85, 
0.029, 1.021, 86, 
0.025, 1.319, 87, 
0.049, 1.213, 88, 
0.060, 0.946, 89, 
0.062, 1.783, 90, 
0.045, 1.056, 91, 
0.041, 1.173, 92, 
0.016, 0.958, 93, 
0.037, 0.775, 94, 
0.054, 1.341, 95, 
0.044, 1.109, 96, 
0.022, 2.094, 97, 
0.047, 1.513, 98, 
0.029, 1.689, 99, 
0.012, 1.309, 100, 
0.054, 1.422, 101, 
0.053, 1.413, 102, 
0.003, 1.171, 103, 
0.042, 1.311, 104, 
0.021, 1.617, 105, 
0.033, 1.318, 106, 
0.074, 1.110, 107, 
0.032, 1.220, 108, 
0.052, 1.024, 109, 
0.039, 1.495, 110, 
0.038, 1.053, 111, 
0.049, 1.157, 112, 
0.033, 1.301, 113, 
0.045, 1.389, 114, 
0.053, 1.037, 115, 
0.021, 1.375, 116, 
0.029, 0.914, 117, 
0.054, 1.153, 118, 
0.062, 1.319, 119, 
0.050, 1.629, 120, 
0.013, 1.001, 121, 
0.021, 1.435, 122, 
0.036, 1.405, 123, 
0.063, 1.514, 124, 
0.000, 1.359, 125, 
0.017, 0.727, 126, 
0.018, 0.891, 127, 
0.052, 0.910, 128, 
0.043, 1.098, 129, 
0.061, 1.517, 130, 
0.055, 1.039, 131, 
0.067, 1.567, 132, 
0.011, 1.670, 133, 
0.041, 1.667, 134, 
0.041, 1.326, 135, 
0.049, 1.453, 136, 
0.050, 1.686, 137, 
0.011, 1.644, 138, 
0.028, 0.788, 139, 
0.050, 1.394, 140, 
0.022, 1.711, 141, 
0.061, 1.256, 142, 
0.058, 1.601, 143, 
0.046, 1.282, 144, 
0.037, 1.524, 145, 
0.037, 1.140, 146, 
0.031, 0.824, 147, 
0.024, 0.957, 148, 
0.061, 1.046, 149, 
0.040, 1.616, 150, 
0.082, 1.192, 151, 
0.028, 0.653, 152, 
0.026, 0.792, 153, 
0.039, 1.692, 154, 
0.042, 0.926, 155, 
0.051, 1.185, 156, 
0.023, 0.869, 157, 
0.025, 1.060, 158, 
0.019, 1.443, 159, 
0.041, 1.747, 160, 
0.096, 1.487, 161, 
0.038, 0.751, 162, 
0.023, 1.757, 163, 
0.009, 1.288, 164, 
0.048, 1.706, 165, 
-0.003, 1.109, 166, 
0.063, 1.500, 167, 
0.024, 1.336, 168, 
0.021, 1.116, 169, 
0.028, 0.821, 170, 
0.035, 1.777, 171, 
0.025, 1.136, 172, 
0.039, 0.799, 173, 
0.027, 1.324, 174, 
0.026, 1.111, 175, 
0.041, 1.278, 176, 
0.015, 0.906, 177, 
0.067, 1.183, 178, 
0.029, 1.605, 179, 
0.033, 1.383, 180, 
0.053, 1.070, 181, 
0.008, 1.375, 182, 
0.016, 0.901, 183, 
0.042, 1.277, 184, 
0.027, 1.767, 185, 
0.033, 1.135, 186, 
0.039, 1.386, 187, 
0.039, 0.713, 188, 
0.018, 1.042, 189, 
0.032, 1.449, 190, 
0.027, 0.943, 191, 
0.031, 1.112, 192, 
0.057, 1.078, 193, 
0.044, 0.921, 194, 
0.062, 0.965, 195, 
0.009, 1.598, 196, 
0.046, 1.417, 197, 
0.028, 1.311, 198, 
0.040, 0.914, 199, 
0.072, 1.738, 200, 
0.037, 2.048, 201, 
0.071, 1.500, 202, 
0.005, 1.184, 203, 
0.041, 1.090, 204, 
0.044, 1.674, 205, 
0.055, 0.845, 206, 
0.043, 0.957, 207, 
0.031, 0.661, 208, 
0.027, 0.777, 209, 
0.011, 1.003, 210, 
0.049, 1.178, 211, 
0.050, 1.221, 212, 
0.029, 1.221, 213, 
0.054, 2.750, 214, 
0.037, 0.856, 215, 
0.070, 1.191, 216, 
0.041, 1.631, 217, 
0.021, 2.181, 218, 
0.047, 1.123, 219, 
0.022, 1.378, 220, 
0.025, 1.230, 221, 
0.047, 1.220, 222, 
0.054, 1.450, 223, 
0.066, 1.310, 224, 
0.028, 2.149, 225, 
0.055, 1.846, 226, 
0.028, 0.860, 227, 
0.031, 1.230, 228, 
0.071, 1.116, 229, 
0.012, 0.887, 230, 
0.038, 1.305, 231, 
0.049, 1.029, 232, 
0.026, 1.191, 233, 
0.049, 1.533, 234, 
0.052, 1.606, 235, 
0.017, 0.902, 236, 
0.041, 1.215, 237, 
0.035, 1.161, 238, 
0.042, 1.026, 239, 
0.042, 1.461, 240, 
0.040, 1.451, 241, 
0.031, 0.806, 242, 
0.014, 0.743, 243, 
0.073, 1.460, 244, 
0.060, 1.089, 245, 
0.022, 1.116, 246, 
0.040, 1.203, 247, 
0.085, 1.171, 248, 
0.020, 1.149, 249, 
0.053, 1.803, 250, 
0.045, 1.261, 251, 
0.023, 1.262, 252, 
0.038, 0.651, 253, 
0.069, 1.024, 254, 
0.054, 1.415, 255, 
0.031, 1.416, 256, 
0.039, 1.676, 257, 
0.044, 0.945, 258, 
0.045, 1.182, 259, 
0.036, 1.143, 260, 
0.059, 1.371, 261, 
0.025, 1.086, 262, 
0.019, 0.784, 263, 
0.078, 1.035, 264, 
0.047, 1.071, 265, 
0.062, 1.149, 266, 
0.026, 1.356, 267, 
0.023, 1.122, 268, 
0.030, 0.931, 269, 
0.042, 0.877, 270, 
0.062, 1.596, 271, 
0.038, 1.383, 272, 
0.025, 0.958, 273, 
0.041, 1.149, 274, 
0.022, 0.893, 275, 
0.027, 1.453, 276, 
0.024, 0.972, 277, 
0.051, 1.091, 278, 
0.058, 1.174, 279, 
0.047, 1.198, 280, 
0.046, 1.521, 281, 
0.026, 1.235, 282, 
0.045, 1.112, 283, 
0.028, 0.796, 284, 
0.011, 0.878, 285, 
0.035, 1.334, 286, 
0.083, 1.141, 287, 
0.020, 0.946, 288, 
0.050, 1.346, 289, 
0.067, 1.279, 290, 
0.038, 1.210, 291, 
0.025, 0.816, 292, 
0.016, 1.356, 293, 
0.040, 0.847, 294, 
0.029, 1.274, 295, 
0.031, 0.970, 296, 
0.057, 1.495, 297, 
0.019, 1.321, 298, 
0.037, 1.177, 299, 
0.054, 2.299, 300, 
0.044, 0.916, 301, 
0.040, 0.682, 302, 
0.044, 1.054, 303, 
0.048, 1.102, 304, 
0.049, 0.797, 305, 
0.037, 0.922, 306, 
0.024, 0.720, 307, 
0.038, 0.817, 308, 
0.069, 1.282, 309, 
0.030, 1.216, 310, 
0.072, 1.358, 311, 
0.028, 1.312, 312, 
0.069, 1.518, 313, 
0.058, 1.219, 314, 
0.040, 1.119, 315, 
0.050, 1.373, 316, 
0.081, 2.125, 317, 
0.050, 1.047, 318, 
0.062, 1.690, 319, 
0.051, 0.972, 320, 
0.038, 1.241, 321, 
0.025, 1.473, 322, 
0.035, 1.574, 323, 
0.013, 1.670, 324, 
0.060, 1.068, 325, 
0.045, 1.685, 326, 
0.052, 1.390, 327, 
0.086, 1.504, 328, 
0.044, 1.208, 329, 
0.049, 1.345, 330, 
0.070, 1.227, 331, 
0.045, 1.346, 332, 
0.024, 0.993, 333, 
0.015, 1.244, 334, 
0.045, 1.742, 335, 
0.056, 1.289, 336, 
0.029, 0.937, 337, 
0.040, 1.091, 338, 
0.081, 1.620, 339, 
