mean,std,episode,x
0.013, 0.468,  225, 
0.000, 0.445,  226, 
0.012, 0.526,  227, 
0.011, 0.396,  228, 
0.011, 0.577,  229, 
0.017, 0.290,  230, 
0.016, 0.291,  231, 
0.009, 0.410,  232, 
0.012, 0.453,  233, 
0.015, 0.314,  234, 
0.014, 0.412,  235, 
0.019, 0.341,  236, 
0.014, 0.420,  237, 
0.005, 0.378,  238, 
0.014, 0.451,  239, 
0.008, 0.445,  240, 
0.010, 0.335,  241, 
0.025, 0.484,  242, 
0.017, 0.386,  243, 
0.005, 0.333,  244, 
0.018, 0.526,  245, 
0.014, 0.931,  246, 
0.017, 0.478,  247, 
0.012, 0.447,  248, 
0.008, 0.261,  249, 
0.006, 0.330,  250, 
0.020, 0.544,  251, 
0.020, 0.477,  252, 
0.008, 0.270,  253, 
0.015, 0.631,  254, 
0.028, 0.717,  255, 
0.016, 0.422,  256, 
0.005, 0.364,  257, 
0.011, 0.402,  258, 
0.018, 0.290,  259, 
0.010, 0.384,  260, 
0.011, 0.455,  261, 
0.005, 0.725,  262, 
0.023, 0.527,  263, 
0.018, 0.457,  264, 
0.015, 0.585,  265, 
0.013, 0.340,  266, 
0.005, 0.277,  267, 
0.010, 0.326,  268, 
0.012, 0.305,  269, 
0.013, 0.453,  270, 
0.009, 0.510,  271, 
0.010, 0.293,  272, 
-0.000, 0.844,  273, 
0.012, 0.275,  274, 
0.007, 0.498,  275, 
0.018, 0.728,  276, 
0.015, 0.602,  277, 
0.017, 0.343,  278, 
0.006, 0.328,  279, 
0.015, 0.233,  280, 
0.013, 0.572,  281, 
0.007, 0.364,  282, 
0.019, 0.358,  283, 
0.006, 0.622,  284, 
0.014, 0.453,  285, 
0.008, 0.473,  286, 
0.016, 0.523,  287, 
0.021, 0.402,  288, 
0.008, 0.244,  289, 
0.009, 0.370,  290, 
0.008, 0.467,  291, 
0.030, 0.717,  292, 
0.008, 0.277,  293, 
0.006, 0.277,  294, 
0.007, 0.472,  295, 
0.010, 0.500,  296, 
0.004, 0.368,  297, 
0.021, 0.365,  298, 
0.011, 0.335,  299, 
0.016, 0.602,  300, 
0.004, 0.739,  301, 
0.011, 0.426,  302, 
0.014, 0.233,  303, 
0.024, 0.457,  304, 
0.017, 0.447,  305, 
0.020, 0.410,  306, 
0.017, 0.478,  307, 
0.008, 0.233,  308, 
0.004, 0.323,  309, 
0.019, 0.431,  310, 
0.008, 0.552,  311, 
0.018, 0.527,  312, 
0.016, 0.451,  313, 
0.015, 0.531,  314, 
0.006, 0.690,  315, 
0.013, 0.314,  316, 
0.011, 0.314,  317, 
0.010, 0.384,  318, 
0.006, 0.333,  319, 
0.015, 0.451,  320, 
0.013, 0.396,  321, 
0.005, 0.293,  322, 
0.017, 0.477,  323, 
0.006, 0.332,  324, 
0.016, 0.391,  325, 
0.008, 0.353,  326, 
0.013, 0.266,  327, 
0.018, 0.424,  328, 
0.017, 0.446,  329, 
0.009, 0.554,  330, 
0.007, 0.287,  331, 
0.015, 0.451,  332, 
0.014, 0.453,  333, 
0.029, 0.767,  334, 
0.012, 0.690,  335, 
0.015, 0.728,  336, 
0.006, 0.374,  337, 
0.006, 0.256,  338, 
0.018, 0.488,  339, 
0.017, 0.647,  340, 
0.020, 0.421,  341, 
0.007, 0.477,  342, 
0.021, 0.410,  343, 
0.012, 0.325,  344, 
0.014, 0.428,  345, 
0.006, 0.474,  346, 
0.005, 0.418,  347, 
0.014, 0.418,  348, 
0.027, 0.547,  349, 
0.013, 0.364,  350, 
0.012, 0.390,  351, 
0.006, 0.266,  352, 
0.011, 0.320,  353, 
0.015, 0.510,  354, 
0.004, 0.330,  355, 
0.017, 0.366,  356, 
0.010, 0.321,  357, 
0.017, 0.436,  358, 
0.011, 0.455,  359, 
0.013, 0.579,  360, 
-0.004, 0.851,  361, 
0.015, 0.416,  362, 
0.007, 0.308,  363, 
0.005, 0.564,  364, 
0.007, 0.552,  365, 
0.014, 0.280,  366, 
0.013, 0.477,  367, 
0.018, 0.371,  368, 
0.009, 0.403,  369, 
0.027, 0.457,  370, 
0.010, 0.326,  371, 
0.012, 0.358,  372, 
0.021, 0.441,  373, 
0.009, 0.554,  374, 
0.010, 0.377,  375, 
0.004, 0.564,  376, 
0.018, 0.527,  377, 
0.016, 0.587,  378, 
0.024, 0.577,  379, 
0.012, 0.453,  380, 
0.015, 0.416,  381, 
0.019, 0.470,  382, 
0.011, 0.410,  383, 
0.007, 0.403,  384, 
0.016, 0.419,  385, 
0.005, 0.251,  386, 
0.020, 0.496,  387, 
0.018, 0.385,  388, 
0.027, 0.541,  389, 
0.011, 0.390,  390, 
0.016, 0.359,  391, 
0.008, 0.244,  392, 
0.009, 0.498,  393, 
0.005, 0.251,  394, 
0.022, 0.410,  395, 
0.016, 0.440,  396, 
0.026, 0.541,  397, 
0.013, 0.477,  398, 
0.009, 0.450,  399, 
0.024, 0.484,  400, 
0.011, 0.366,  401, 
0.011, 0.585,  402, 
0.013, 0.266,  403, 
0.016, 0.488,  404, 
0.017, 0.554,  405, 
0.014, 0.402,  406, 
0.007, 0.308,  407, 
0.013, 0.585,  408, 
0.014, 0.411,  409, 
0.010, 0.326,  410, 
0.020, 0.496,  411, 
0.009, 0.256,  412, 
0.008, 0.222,  413, 
0.008, 0.494,  414, 
0.009, 0.384,  415, 
