mean,std,episode,x
0.058, 1.305, 803, 
0.044, 0.863, 804, 
0.027, 0.822, 805, 
0.048, 0.985, 806, 
0.032, 1.022, 807, 
0.040, 1.229, 808, 
0.023, 1.290, 809, 
0.034, 1.217, 810, 
0.033, 1.109, 811, 
0.009, 0.775, 812, 
0.014, 1.232, 813, 
0.035, 0.954, 814, 
0.039, 1.102, 815, 
0.038, 0.799, 816, 
0.042, 1.214, 817, 
0.037, 0.969, 818, 
0.053, 1.060, 819, 
0.039, 1.249, 820, 
0.044, 0.718, 821, 
0.029, 1.356, 822, 
0.014, 0.885, 823, 
0.016, 0.808, 824, 
0.052, 0.897, 825, 
0.032, 0.680, 826, 
0.023, 1.140, 827, 
0.038, 1.105, 828, 
0.021, 0.788, 829, 
0.026, 0.951, 830, 
0.021, 0.786, 831, 
0.042, 1.048, 832, 
0.039, 0.827, 833, 
0.029, 1.200, 834, 
0.032, 1.229, 835, 
0.004, 1.359, 836, 
0.026, 1.120, 837, 
0.041, 1.234, 838, 
0.045, 1.066, 839, 
0.044, 1.058, 840, 
0.041, 1.273, 841, 
0.046, 1.037, 842, 
0.021, 0.537, 843, 
0.026, 1.226, 844, 
0.027, 0.968, 845, 
0.022, 1.147, 846, 
0.033, 1.036, 847, 
0.019, 1.092, 848, 
0.014, 0.609, 849, 
0.047, 1.227, 850, 
0.045, 1.762, 851, 
0.034, 0.953, 852, 
0.047, 0.873, 853, 
0.042, 1.458, 854, 
0.030, 0.814, 855, 
0.025, 0.945, 856, 
0.023, 1.123, 857, 
0.017, 1.303, 858, 
0.062, 1.224, 859, 
0.042, 1.102, 860, 
0.051, 0.828, 861, 
0.022, 1.103, 862, 
0.042, 1.439, 863, 
0.021, 0.917, 864, 
0.026, 1.514, 865, 
0.027, 0.722, 866, 
0.048, 1.010, 867, 
0.060, 1.485, 868, 
0.024, 0.540, 869, 
0.030, 1.143, 870, 
0.033, 0.948, 871, 
0.045, 1.323, 872, 
0.019, 0.998, 873, 
0.046, 1.077, 874, 
